,room,floor,floor_counts,square,price,metro_foot_minute,zone,district,metro
474,3,14,20,94.0,53000000,13,САО,Беговой,Белорусская
475,2,3,7,91.2,90000000,9,ЦАО,Басманный,Курская
476,3,2,7,94.0,153000000,6,ЦАО,Пресненский,Арбатская
477,3,7,9,160.8,293836479,2,ЦАО,Тверской,Маяковская
478,1,4,12,38.7,12550000,14,ЮАО,Нагатино,Каширская
479,2,4,9,37.1,13490000,11,ЮВАО,Кузьминки,Кузьминки
480,2,5,5,44.9,19990000,8,ЦАО,Басманный,Чкаловская
481,1,3,13,56.33,24914759,11,ЗАО,,Опалиха
482,3,30,30,94.0,33000000,19,ЗАО,Можайский,Давыдково
483,3,35,35,83.5,34986179,8,САО,Левобережный,Речной вокзал
484,2,13,32,66.98,,12,СЗАО,Хорошево,Шелепиха
485,3,2,9,86.0,95700000,11,ЦАО,Таганский,Китай
486,3,7,20,93.0,99000000,11,ЦАО,Пресненский,Деловой центр
487,3,2,8,94.1,153000000,6,ЦАО,Пресненский,Арбатская
488,3,2,8,94.1,153000000,6,ЦАО,Пресненский,Арбатская
489,2,2,15,97.26,170000000,8,ЦАО,Хамовники,Спортивная
490,3,2,6,126.0,215000000,5,ЦАО,Хамовники,Парк Культуры
491,1,3,32,35.0,19000000,8,СЗАО,Хорошево,Шелепиха
492,3,16,17,86.7,20746559,20,НАО (Новомосковский),,Мичуринец
493,1,5,54,36.57,21607859,14,СЗАО,Хорошево,Полежаевская
494,2,12,14,68.0,22731720,4,СЗАО,Покровское,Тушинская
495,2,21,22,70.5,25013039,4,ЮВАО,Печатники,
496,3,5,15,69.74,26904506,15,ЮАО,Даниловский,Тульская
497,3,12,34,78.7,41632300,10,СВАО,Останкинский,Алексеевская
498,3,44,44,86.3,42000000,4,СЗАО,Хорошево,Шелепиха
499,1,3,14,51.4,50980000,11,ЦАО,Пресненский,Белорусская
500,3,21,22,104.6,53036489,10,СВАО,Останкинский,ВДНХ
501,3,8,41,89.9,66173556,12,САО,Хорошевский,Аэропорт
502,3,3,5,112.7,85000000,8,ЦАО,Хамовники,Спортивная
503,3,2,7,87.0,95700000,13,ЦАО,Таганский,Китай
504,3,5,7,160.0,183000000,7,ЦАО,Якиманка,Полянка
505,3,2,6,118.7,214999900,5,ЦАО,Хамовники,Парк Культуры
506,3,4,6,170.0,250000000,9,ЦАО,Хамовники,Кропоткинская
507,3,2,5,123.0,307610064,1,ЦАО,Тверской,Лубянка
508,3,2,8,132.6,348930819,6,ЦАО,Пресненский,Пушкинская
509,2,2,64,34.9,13797977,5,СЗАО,Хорошево,Хорошёвская
510,3,3,9,69.1,15084530,17,НАО (Новомосковский),,Аэропорт Внуково
511,3,7,14,62.5,15469625,13,НАО (Новомосковский),,Коммунарка
512,3,18,30,61.2,15543607,15,ЮЗАО,Южное Бутово,Улица Горчакова
513,3,2,9,103.8,16325881,6,НАО (Новомосковский),,Бунинская аллея
514,2,13,24,45.6,,20,СЗАО,Покровское,Тушинская
515,2,10,12,64.5,20990000,6,ВАО,Соколиная гора,Семёновская
516,3,29,30,75.7,21220629,15,ЮЗАО,Южное Бутово,Бунинская аллея
517,2,3,6,52.7,24610900,16,СЗАО,Хорошево,Народное Ополчение
518,1,6,6,40.3,25238132,6,ЮАО,Нагатинский затон,Технопарк
519,3,2,5,98.4,25800000,1,ЮВАО,Южнопортовый,Кожуховская
520,3,23,28,67.75,27738644,12,ЮВАО,Нижегородский,Нижегородская
521,3,6,20,75.8,28000000,14,ЮАО,Нагатинский затон,Коломенская
522,2,24,28,44.7,29476161,10,ЗАО,Раменки,Раменки
523,3,16,52,78.1,33280327,19,ЗАО,Раменки,Раменки
524,3,14,17,55.7,,16,ЦАО,Басманный,Электрозаводская
525,1,12,14,54.5,35700000,11,ЦАО,Пресненский,Краснопресненская
526,3,23,26,63.4,,15,ЮАО,Нагатино,Нагатинская
527,3,20,41,77.5,42000000,18,ЗАО,Раменки,Кутузовская
528,3,10,34,120.0,45900000,5,САО,Аэропорт,Гражданская
529,3,12,59,167.0,59990000,10,СВАО,Ростокино,Ростокино
530,2,5,12,76.1,70000000,7,ЦАО,Пресненский,Пушкинская
531,3,5,6,161.1,197000000,9,ЦАО,Замоскворечье,Новокузнецкая
532,3,5,12,136.9,209000000,7,ЦАО,Хамовники,Спортивная
533,3,4,4,130.0,215000000,6,ЦАО,Басманный,Чистые пруды
534,3,2,5,123.0,307610064,1,ЦАО,Тверской,Лубянка
535,3,2,8,132.6,348930819,6,ЦАО,Пресненский,Пушкинская
536,,3,12,51.8,5500000,5,СЗАО,Северное Тушино,Планерная
537,2,4,5,44.3,5600000,21,ТАО (Троицкий),,Подольск
538,2,3,5,53.0,6700000,17,ТАО (Троицкий),,Подольск
539,1,16,17,37.8,8700000,9,НАО (Новомосковский),,Рассказовка
540,1,12,17,41.6,8900000,5,ВАО,Косино,Лухмановская
541,1,6,9,32.8,8900000,3,ЮВАО,Печатники,Печатники
542,1,15,17,34.6,9000000,17,ЮЗАО,Ясенево,Новоясеневская
543,1,8,12,34.9,9000000,3,САО,Дмитровский,Грачёвская
544,1,12,12,38.7,9200000,12,ЮАО,Орехово,Домодедовская
545,1,2,14,38.3,9300000,5,ЮЗАО,Южное Бутово,Бутово
546,2,2,9,37.0,9250000,19,ЗАО,Солнцево,Говорово
547,1,9,12,39.0,9380000,13,ЮВАО,Марьино,Курьяново
548,1,2,2,28.7,9500000,13,ЮВАО,Текстильщики,Текстильщики
549,1,1,5,17.9,9600000,12,ВАО,Соколиная гора,Сортировочная
550,1,2,2,31.4,9800000,13,ЮВАО,Текстильщики,Текстильщики
551,1,8,17,38.0,10000000,9,ЮЗАО,Северное Бутово,Бульвар Дмитрия Донского
552,1,6,13,26.8,10300000,4,ЦАО,Таганский,Пролетарская
553,1,13,16,37.5,10300000,5,СВАО,Бибирево,Бибирево
554,3,2,9,62.8,10439056,9,НАО (Новомосковский),,Толстопальцево
555,1,8,9,35.0,10490000,9,СЗАО,Северное Тушино,Планерная
556,1,3,9,38.7,10500000,8,ВАО,Перово,Перово
557,1,6,12,35.2,10500000,13,ВАО,Преображенское,Преображенская площадь
558,1,9,17,38.0,10500000,5,ЮЗАО,Южное Бутово,Улица Скобелевская
559,2,1,9,44.3,10700000,7,СЗАО,Северное Тушино,Планерная
560,2,10,12,44.0,10800000,3,САО,Дмитровский,Грачёвская
561,2,11,23,34.9,,14,ЮВАО,Печатники,Кожуховская
562,2,1,9,56.6,11200000,14,НАО (Новомосковский),,Филатов Луг
563,2,2,12,45.0,11450000,16,ЮАО,Царицыно,Царицыно
564,1,4,5,51.4,11800000,10,ЮВАО,Рязанский,Плющево
565,2,3,17,50.9,11824070,8,НАО (Новомосковский),,Корниловская
566,2,1,5,41.0,11990000,10,САО,Аэропорт,Гражданская
567,1,12,17,37.9,12000000,9,ЮАО,Братеево,Борисово
568,2,2,9,44.4,12000000,7,ВАО,Новогиреево,Новогиреево
569,2,1,5,41.0,12300000,10,САО,Аэропорт,Сокол
570,2,29,34,43.0,12630000,11,ЮЗАО,Южное Бутово,Улица Скобелевская
571,2,16,17,53.5,12700000,8,ЮАО,Бирюлево Западное,Пражская
572,3,7,17,76.0,13000000,24,ТАО (Троицкий),,Крёкшино
573,3,5,9,58.7,13000000,6,СВАО,Бибирево,Бибирево
574,2,10,12,40.0,13500000,12,ЗАО,Можайский,Рабочий посёлок
575,2,9,10,53.0,13850000,5,ВАО,Перово,Перово
576,1,11,24,43.5,14100000,16,ЮВАО,Нижегородский,Нижегородская
577,2,11,17,61.0,14500000,19,НАО (Новомосковский),,Коммунарка
578,1,21,22,38.5,14999000,4,СЗАО,Южное Тушино,Сходненская
579,2,20,22,38.4,14999000,4,СЗАО,Южное Тушино,Сходненская
580,2,6,9,40.0,14970000,9,СЗАО,Южное Тушино,Сходненская
581,2,9,16,39.4,15100000,2,ЮЗАО,Гагаринский,Ленинский проспект
582,1,18,21,42.0,15450000,11,ЗАО,Очаково,Озёрная
583,1,25,25,46.3,15500000,9,САО,Левобережный,Беломорская
584,3,4,9,59.0,15600000,5,ЮАО,Чертаново Центральное,Южная
585,2,4,8,43.0,15750000,3,САО,Хорошевский,Хорошёвская
586,2,6,9,40.0,15990000,4,САО,Тимирязевский,Тимирязевская
587,3,2,12,62.7,16300000,6,СВАО,Бутырский,Фонвизинская
588,2,2,17,57.8,16500000,6,СВАО,Отрадное,Отрадное
589,2,11,12,52.0,16400000,9,ЮАО,Нагатинский затон,Кленовый бульвар
590,3,14,14,78.0,16800000,4,ЮВАО,Некрасовка,Некрасовка
591,3,11,14,64.7,17000000,15,СВАО,Лосиноостровский,Бабушкинская
592,3,9,17,71.0,16900000,15,ВАО,Новокосино,Новокосино
593,2,17,22,52.1,17100000,20,НАО (Новомосковский),,Саларьево
594,2,8,8,68.9,17052750,14,НАО (Новомосковский),,Ольховая
595,2,5,9,45.4,17600000,19,ЮЗАО,Ломоносовский,Университет
596,2,15,16,55.0,17690000,6,ЮАО,Чертаново Центральное,Пражская
597,2,2,8,55.1,18000000,9,ЮЗАО,Академический,Ленинский проспект
598,3,9,12,58.3,18041983,7,НАО (Новомосковский),,Улица Скобелевская
599,3,5,6,47.0,18500000,8,ЦАО,Мещанский,Проспект Мира
600,1,12,16,40.6,18900000,9,ЗАО,Можайский,Давыдково
601,3,17,25,61.13,19264557,9,ВАО,Соколиная гора,Измайлово
602,2,9,9,56.3,19390000,2,ЗАО,Филевский парк,Фили
603,3,7,16,82.0,19599000,16,ЗАО,Можайский,Сетунь
604,3,12,16,64.3,19561444,19,НАО (Новомосковский),,Прокшино
605,2,9,10,58.9,20000000,6,ЦАО,Таганский,Волгоградский проспект
606,2,5,8,54.5,20000000,3,ЮЗАО,Академический,Профсоюзная
607,3,5,21,65.7,21950000,15,ЮЗАО,Коньково,Калужская
608,2,22,29,62.4,22150061,17,ЮВАО,Южнопортовый,Дубровка
609,3,23,25,83.6,22500000,6,ЮАО,Чертаново Центральное,Пражская
610,2,21,24,54.2,22990000,4,ЮАО,Даниловский,ЗИЛ
611,2,8,27,56.1,23300000,11,ЮВАО,Лефортово,Авиамоторная
612,2,6,25,68.4,24000000,16,ЗАО,Филевский парк,Фили
613,2,3,20,64.1,24619528,17,ЮАО,Даниловский,Тульская
614,3,5,25,50.75,26633600,5,СЗАО,Хорошево,Октябрьское поле
615,3,37,48,55.2,,13,ЗАО,Очаково,Аминьевская
616,3,7,16,76.3,31798933,6,САО,Сокол,Зорге
617,3,10,25,77.0,40000000,18,ЗАО,Тропарево,Озёрная
618,3,13,21,61.0,42800000,2,ЦАО,Басманный,Чкаловская
619,2,8,17,71.8,43991860,12,ЗАО,Филевский парк,Филёвский парк
620,3,13,22,110.0,45000000,8,ВАО,Сокольники,Электрозаводская
621,2,25,49,93.6,50000000,17,ЗАО,Проспект Вернадского,Проспект Вернадского
622,2,4,17,87.6,50808000,14,ЮЗАО,Гагаринский,Ленинский проспект
623,3,7,10,91.9,57000000,6,ЦАО,Арбат,Смоленская
624,3,18,25,98.0,64900000,18,ЗАО,Очаково,Матвеевская
625,3,13,18,89.9,76000000,12,ЮАО,Даниловский,Шаболовская
626,3,11,12,111.1,78900000,10,ЦАО,Замоскворечье,Серпуховская
627,3,4,15,121.1,84770000,12,ЦАО,Пресненский,Баррикадная
628,3,8,14,92.1,90800000,5,ЗАО,Раменки,Минская
629,3,45,75,220.0,97000000,2,ЦАО,Пресненский,Деловой центр
630,3,1,3,123.0,99000000,5,СВАО,Марьина роща,Марьина Роща
631,3,10,11,105.1,151417611,15,ЗАО,Дорогомилово,Москва
632,3,5,7,104.0,155000000,6,ЦАО,Арбат,Арбатская
633,3,3,3,160.0,195000000,4,ЦАО,Якиманка,Третьяковская
634,3,5,6,160.0,197000000,9,ЦАО,Замоскворечье,Новокузнецкая
635,3,3,7,163.0,218000000,6,ЦАО,Хамовники,Парк Культуры
636,3,2,6,156.0,431572329,10,ЦАО,Хамовники,Парк Культуры
637,3,2,10,61.1,9646986,9,НАО (Новомосковский),,Толстопальцево
638,3,1,9,60.2,12000000,14,ЮЗАО,Коньково,Беляево
639,3,5,9,54.0,13300000,3,ЮЗАО,Ясенево,Новоясеневская
640,2,11,13,47.0,14817000,17,НАО (Новомосковский),,Ольховая
641,2,6,24,40.0,15999000,8,СЗАО,Митино,Пятницкое шоссе
642,2,2,9,46.0,15900000,12,СВАО,Северное Медведково,Медведково
643,,,,43.5,17552250,20,СЗАО,Хорошево,Полежаевская
644,2,51,53,37.4,19500000,13,ЗАО,Очаково,Мичуринский проспект
645,,,,,22553300,11,ЮЗАО,Черемушки,Новые Черёмушки
646,1,18,25,40.2,23432905,6,ЮАО,Нагатино,Нагатинская
647,2,30,30,56.7,23250000,18,ЗАО,Можайский,Давыдково
648,3,3,16,68.6,26000000,19,ЮАО,Москворечье,Варшавская
649,2,3,19,59.6,29621200,20,СЗАО,Щукино,Октябрьское поле
650,2,10,14,44.0,33499000,5,ЗАО,Раменки,Минская
651,3,10,15,67.9,48900000,4,САО,Беговой,Белорусская
652,3,4,5,73.7,73459119,7,ЦАО,Мещанский,Трубная
653,3,22,53,130.0,100000000,4,ЗАО,Раменки,Ломоносовский проспект
654,3,10,11,105.0,143500000,15,ЗАО,Дорогомилово,Москва
655,1,4,6,88.2,175720000,5,ЦАО,Басманный,Чистые пруды
656,3,6,16,60.1,12142003,17,НАО (Новомосковский),,Ольховая
657,2,2,31,41.0,,13,САО,Западное Дегунино,Селигерская
658,3,21,25,77.4,22900000,10,ЗАО,Очаково,Аминьевская
659,2,14,14,44.18,24648905,3,ЦАО,Пресненский,Шелепиха
660,2,9,30,49.8,27000000,5,СЗАО,Хорошево,Хорошёвская
661,1,3,13,54.02,29997306,24,ЗАО,,Павшино
662,1,12,36,42.2,30630515,5,САО,Беговой,Белорусская
663,2,6,40,78.0,30700000,7,ЮЗАО,Обручевский,Новые Черёмушки
664,3,4,30,72.2,33000000,5,СЗАО,Хорошево,Шелепиха
665,2,20,20,65.6,33404761,5,СЗАО,Покровское,Трикотажная
666,2,6,8,60.0,35000000,11,ЗАО,Дорогомилово,Москва
667,3,13,20,108.0,47950000,11,СВАО,Алексеевский,Алексеевская
668,3,2,18,153.7,49600000,12,ЮЗАО,Ломоносовский,Профсоюзная
669,3,12,59,166.0,59990000,12,СВАО,Ростокино,Ростокино
670,3,12,12,81.2,67900000,13,САО,Сокол,Сокол
671,3,44,65,96.0,74000000,2,ЦАО,Пресненский,Москва
672,3,13,25,88.4,88000000,18,ЗАО,Очаково,Матвеевская
673,1,15,17,38.0,11800000,19,ВАО,Вешняки,Новогиреево
674,1,13,15,35.4,17599000,17,ЮАО,Даниловский,ЗИЛ
675,2,18,29,46.4,,18,ЮВАО,Нижегородский,Нижегородская
676,2,2,8,42.3,19990000,2,САО,Аэропорт,Сокол
677,2,5,14,68.0,20700000,10,ЮВАО,Рязанский,Рязанский проспект
678,2,2,16,55.54,21287149,15,ЮАО,Даниловский,Тульская
679,2,7,46,60.0,22000000,12,ЮЗАО,Обручевский,Калужская
680,1,2,19,43.4,22472520,13,СЗАО,Покровское,Спартак
681,1,7,24,49.0,23000000,12,СЗАО,Хорошево,Народное Ополчение
682,1,4,5,30.3,23000000,5,ЦАО,Хамовники,Спортивная
683,3,5,22,58.0,24700000,17,САО,Хорошевский,Полежаевская
684,2,16,21,58.28,25273435,2,САО,Хорошевский,Полежаевская
685,3,8,9,72.3,25500000,12,ЮЗАО,Ломоносовский,Профсоюзная
686,1,11,20,49.8,27190800,13,ЦАО,Басманный,Бауманская
687,2,11,37,58.3,27459300,12,СВАО,Останкинский,Алексеевская
688,2,6,24,61.4,28000000,5,САО,Сокол,Панфиловская
689,1,9,13,51.1,30000000,5,ЗАО,Раменки,Минская
690,3,10,39,86.5,30490000,4,ЗАО,Раменки,Аминьевская
691,2,4,20,74.1,31000000,12,ЮАО,Нагатино,Нагатинская
692,3,8,18,75.5,38500000,11,СВАО,Алексеевский,Алексеевская
693,3,21,24,110.55,48000000,7,САО,Дмитровский,Яхромская
694,3,14,35,96.0,60500000,18,СЗАО,Щукино,Щукинская
695,3,3,10,110.4,97500000,8,ЦАО,Тверской,Новослободская
696,1,8,12,81.0,98000000,6,ЦАО,Хамовники,Спортивная
697,3,4,12,100.0,100000000,7,ЦАО,Пресненский,Пушкинская
698,3,17,21,120.0,108000000,7,ЦАО,Пресненский,Улица 1905 года
699,3,3,7,95.7,140000000,16,ЦАО,Замоскворечье,Новокузнецкая
700,3,5,7,182.0,280000000,9,ЦАО,Таганский,Таганская
701,2,2,17,54.5,12058878,10,НАО (Новомосковский),,Улица Горчакова
702,2,2,14,64.1,12915830,17,НАО (Новомосковский),,Аэропорт Внуково
703,2,26,30,45.4,13270898,15,ЮЗАО,Южное Бутово,Улица Горчакова
704,2,1,17,59.2,15274664,20,НАО (Новомосковский),,Мичуринец
705,3,4,17,52.6,17000000,16,НАО (Новомосковский),,Прокшино
706,3,1,9,83.0,17900000,3,ЮВАО,Марьино,Братиславская
707,2,16,35,39.7,20045539,8,САО,Левобережный,Речной вокзал
708,2,3,21,39.0,,16,ЦАО,Басманный,Электрозаводская
709,2,11,56,48.7,22862682,19,ЗАО,Раменки,Минская
710,1,3,57,42.77,24617001,5,ЗАО,Филевский парк,Фили
711,1,16,39,47.6,25000000,2,ЗАО,Раменки,Аминьевская
712,2,21,22,58.9,31323020,10,СВАО,Останкинский,ВДНХ
713,1,6,15,45.0,36800000,2,САО,Беговой,Белорусская
714,2,8,41,55.5,38925524,13,САО,Хорошевский,Петровский Парк
715,3,2,7,97.1,44900000,6,ЮАО,Донской,Ленинский проспект
716,3,6,18,113.4,46000000,12,ЮЗАО,Ломоносовский,Профсоюзная
717,2,2,3,77.0,50000000,11,ЦАО,Хамовники,Киевская
718,2,2,7,60.4,50462511,6,ЦАО,Пресненский,Арбатская
719,2,9,32,63.0,52000000,14,ЗАО,Дорогомилово,Поклонная
720,3,3,18,161.3,53300000,12,ЮЗАО,Ломоносовский,Профсоюзная
721,2,6,21,41.0,54000000,8,ЦАО,Якиманка,Шаболовская
722,3,17,48,120.0,54450000,12,СЗАО,Щукино,Щукинская
723,2,7,21,41.0,55000000,8,ЦАО,Якиманка,Шаболовская
724,2,28,48,82.0,55000000,11,СЗАО,Щукино,Щукинская
725,2,3,6,58.0,59990000,10,ЦАО,Хамовники,Парк Культуры
726,3,5,23,98.3,60000000,8,СЗАО,Щукино,Октябрьское поле
727,3,19,22,114.7,67500000,6,ЮАО,Донской,Ленинский проспект
728,3,17,32,84.0,83000000,14,ЗАО,Дорогомилово,Поклонная
729,3,5,5,174.6,86000000,11,ЮЗАО,Академический,Академическая
730,2,10,14,99.61,91999000,6,ЦАО,Хамовники,Спортивная
731,3,11,21,90.0,99989000,7,ЦАО,Пресненский,Улица 1905 года
732,3,4,12,100.0,100000000,7,ЦАО,Пресненский,Пушкинская
733,3,3,8,100.5,108840710,4,ЦАО,Красносельский,Лубянка
734,3,2,11,135.0,119000000,12,ЦАО,Басманный,Курская
735,3,5,6,105.0,120000000,11,ЦАО,Басманный,Красные ворота
736,3,3,8,113.0,135000000,4,ЗАО,Раменки,Ломоносовский проспект
737,143,4,21,99.0,140000000,8,ЦАО,Якиманка,Шаболовская
738,2,2,5,105.0,160000000,1,ЦАО,Тверской,Лубянка
739,3,47,53,160.0,188800000,4,ЗАО,Раменки,Ломоносовский проспект
740,3,4,5,166.0,312000000,1,ЦАО,Тверской,Лубянка
741,3,2,5,147.0,400000000,2,ЦАО,Хамовники,Кропоткинская
742,3,2,4,219.2,563064154,7,ЦАО,Хамовники,Парк Культуры
743,2,2,9,46.0,10700000,15,ЮВАО,Текстильщики,Текстильщики
744,2,1,5,45.8,11000000,12,ЗАО,Фили,Кунцевская
745,2,4,18,37.2,12400000,8,НАО (Новомосковский),,Прокшино
746,1,9,9,41.0,12900000,17,НАО (Новомосковский),,Румянцево
747,2,5,8,44.7,14190000,4,ЮАО,Донской,Верхние котлы
748,3,1,17,72.7,15500000,7,СЗАО,Митино,Волоколамская
749,1,11,16,44.9,16990000,14,ЦАО,Басманный,Электрозаводская
750,1,2,16,40.9,17295455,7,ВАО,Преображенское,Преображенская площадь
751,1,11,15,36.7,17499000,20,ЮАО,Даниловский,ЗИЛ
752,1,2,21,37.76,20490000,11,СВАО,Марфино,Телецентр
753,1,2,9,34.1,20990000,6,ЦАО,Красносельский,Сухаревская
754,3,3,22,75.5,21500000,8,СЗАО,Северное Тушино,Сходненская
755,1,5,21,48.4,22800000,11,СЗАО,Щукино,Щукинская
756,3,4,6,68.5,22990000,8,ЦАО,Басманный,Бауманская
757,3,21,25,77.4,22900000,11,ЗАО,Очаково,Аминьевская
758,2,2,34,62.7,29000000,14,СЗАО,Хорошево,Шелепиха
759,3,26,35,70.2,29950000,19,СВАО,Останкинский,Алексеевская
760,1,3,15,37.5,30000000,8,САО,Аэропорт,Динамо
761,2,4,21,71.8,29850000,11,СЗАО,Щукино,Щукинская
762,3,6,8,57.4,31990000,7,ЦАО,Хамовники,Парк Культуры
763,2,21,26,54.9,,15,ЮАО,Нагатино,Нагатинская
764,3,20,39,86.5,32900000,4,ЗАО,Раменки,Аминьевская
765,3,2,30,90.8,33800000,16,ВАО,Богородское,Белокаменная
766,1,8,41,41.0,34000000,12,САО,Хорошевский,Аэропорт
767,3,5,11,62.3,34300000,8,ЦАО,Басманный,Курская
768,3,4,5,83.4,34990000,10,ЦАО,Хамовники,Смоленская
769,2,14,24,73.7,35000000,5,ЮАО,Нагатинский затон,Технопарк
770,3,8,14,76.5,37490000,4,ЦАО,Якиманка,Октябрьская
771,3,36,53,82.5,38000000,10,СЗАО,Хорошево,Народное Ополчение
772,2,3,5,41.23,40900000,6,ЦАО,Замоскворечье,Новокузнецкая
773,3,16,22,96.9,41000000,7,ЗАО,Кунцево,Кунцевская
774,3,6,9,76.5,41500000,15,ЮАО,Донской,Шаболовская
775,2,19,24,70.0,42000000,8,САО,Хорошевский,Хорошёвская
776,2,7,38,81.1,45000000,11,СЗАО,Щукино,Щукинская
777,2,2,8,61.5,51000000,13,ЦАО,Таганский,Китай
778,3,2,6,121.0,50900000,6,СЗАО,Покровское,Стрешнево
779,3,5,9,100.0,51000000,15,ЮАО,Донской,Шаболовская
780,2,15,32,64.0,52500000,14,ЗАО,Дорогомилово,Поклонная
781,2,13,16,75.3,54000000,4,САО,Беговой,Белорусская
782,3,4,6,75.0,56890000,8,ЦАО,Хамовники,Смоленская
783,3,14,36,96.0,61000000,16,СЗАО,Хорошево,Шелепиха
784,3,28,41,102.0,62000000,18,ЗАО,Раменки,Кутузовская
785,3,7,9,80.1,62290000,4,ЦАО,Тверской,Пушкинская
786,3,2,8,92.0,63800000,7,ЦАО,Хамовники,Смоленская
787,3,13,13,99.0,66000000,8,ЦАО,Замоскворечье,Серпуховская
788,3,4,7,108.0,73900000,10,ЦАО,Тверской,Цветной бульвар
789,2,9,9,80.0,80000000,10,ЦАО,Хамовники,Смоленская
790,3,3,3,87.7,84600000,5,ЦАО,Мещанский,Сретенский бульвар
791,2,2,9,60.0,93700000,12,ЦАО,Таганский,Китай
792,2,4,6,105.6,98000000,6,ЦАО,Арбат,Арбатская
793,3,4,6,106.0,98000000,6,ЦАО,Арбат,Арбатская
794,3,4,13,130.0,101006289,9,ЦАО,Пресненский,Баррикадная
795,3,4,12,146.0,106500000,3,ЦАО,Замоскворечье,Новокузнецкая
796,2,5,6,94.0,110000000,9,ЦАО,Замоскворечье,Новокузнецкая
797,2,11,12,113.91,118850000,7,ЦАО,Хамовники,Спортивная
798,3,4,6,180.0,120000000,6,ЦАО,Басманный,Курская
799,3,3,11,118.71,126890000,6,ЦАО,Хамовники,Спортивная
800,3,9,12,102.2,130000000,5,ЗАО,Раменки,Минская
801,3,6,20,113.0,136000000,7,ЦАО,Пресненский,Улица 1905 года
802,3,3,7,103.0,140000000,16,ЦАО,Замоскворечье,Новокузнецкая
803,3,47,54,160.8,194800000,4,ЗАО,Раменки,Ломоносовский проспект
804,2,15,25,32.71,12108104,9,ВАО,Соколиная гора,Измайлово
805,1,6,9,36.0,12500000,14,СВАО,Отрадное,Отрадное
806,2,5,18,53.1,13728800,13,НАО (Новомосковский),,Коммунарка
807,1,3,22,32.1,16734018,13,СВАО,Марьина роща,Савёловская
808,,,,43.5,17182500,20,СЗАО,Хорошево,Полежаевская
809,1,2,24,43.5,17768630,19,ЗАО,Очаково,Озёрная
810,1,4,15,32.6,18288906,4,СВАО,Останкинский,Алексеевская
811,1,3,35,39.08,20505276,17,ЮЗАО,Котловка,Профсоюзная
812,1,23,34,42.1,21268920,16,САО,Левобережный,Беломорская
813,1,50,75,37.96,22355403,9,ЮАО,Донской,Площадь Гагарина
814,1,10,25,39.84,22702148,6,ЮАО,Нагатино,Нагатинская
815,1,11,23,41.0,23734000,10,СВАО,Ростокино,Ботанический сад
816,1,12,13,39.8,25145601,8,ЮАО,Даниловский,Тульская
817,,,,,26753220,11,СЗАО,Щукино,Щукинская
818,3,9,25,65.5,27000000,4,СЗАО,Покровское,Трикотажная
819,1,5,9,43.4,27009686,8,СВАО,Марьина роща,Марьина Роща
820,3,1,8,74.4,27500000,5,ЗАО,Дорогомилово,Кутузовская
821,3,26,35,71.0,29950000,19,СВАО,Останкинский,Алексеевская
822,2,22,26,67.0,30490000,8,СЗАО,Покровское,Спартак
823,1,12,13,48.6,32610600,8,ЦАО,Арбат,Смоленская
824,1,24,26,42.45,36260790,10,ЦАО,Пресненский,Белорусская
825,2,17,21,87.5,36999999,7,СВАО,Алексеевский,Алексеевская
826,3,4,19,92.8,38187900,13,СЗАО,Покровское,Спартак
827,3,4,11,76.5,46000000,6,СВАО,Свиблово,Ботанический сад
828,1,11,18,52.4,55200190,19,ЗАО,Дорогомилово,Москва
829,1,10,21,65.0,67000000,9,ЦАО,Пресненский,Улица 1905 года
830,1,3,6,48.23,80013570,10,ЦАО,Замоскворечье,Новокузнецкая
831,3,3,6,137.0,164000000,4,ЦАО,Якиманка,Полянка
832,3,4,8,145.7,235000000,5,ЦАО,Замоскворечье,Новокузнецкая
833,3,2,4,125.0,250000000,11,ЦАО,Пресненский,Арбатская
834,3,3,6,158.6,290000000,5,ЦАО,Хамовники,Парк Культуры
835,1,4,9,26.8,6182125,12,ЮВАО,Люблино,Братиславская
836,1,1,9,29.8,6370000,12,ЮВАО,Люблино,Братиславская
837,1,6,9,26.9,6507900,12,ЮВАО,Люблино,Братиславская
838,1,5,9,29.5,6688500,12,ЮВАО,Люблино,Братиславская
839,1,3,9,30.3,6825000,12,ЮВАО,Люблино,Братиславская
840,1,1,9,34.9,6854250,12,ЮВАО,Люблино,Братиславская
841,1,9,9,35.1,7220000,12,ЮВАО,Люблино,Братиславская
842,2,5,23,39.8,7500000,12,НАО (Новомосковский),,Филатов Луг
843,1,9,9,35.3,8977500,12,ЮВАО,Люблино,Братиславская
844,1,9,9,35.9,9072500,12,ЮВАО,Люблино,Братиславская
845,1,4,9,36.1,9120000,12,ЮВАО,Люблино,Братиславская
846,1,5,9,36.1,9120000,12,ЮВАО,Люблино,Братиславская
847,1,4,9,36.0,9120000,12,ЮВАО,Люблино,Братиславская
848,1,7,9,36.9,9215000,12,ЮВАО,Люблино,Братиславская
849,1,9,9,36.5,9215000,12,ЮВАО,Люблино,Братиславская
850,1,8,9,37.0,9215000,12,ЮВАО,Люблино,Братиславская
851,1,7,9,36.3,9215000,12,ЮВАО,Люблино,Братиславская
852,2,3,9,48.7,10200000,12,ЮВАО,Люблино,Братиславская
853,2,6,14,52.73,12591291,5,ЗелАО,Силино,Зеленоград
854,1,7,26,37.6,13573600,14,ВАО,Соколиная гора,Соколиная гора
